Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords
LAGRANGE 12 S.R.L.,IT,Italie,BRESCIA,VIA CODIGNOLE 45,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of clothing, shoes and accessories",Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,"Engaged in the retail sale of clothing, shoes and accessories [source: Bureau van Dijk]",www.lagrange12.it,1,0,0,32,28,27,YES,NO,NO,,www.lagrange12.it,,,,,
"GAP RETAIL, A LIMITED LIABILITY COMPANY",RU,Fédération de Russie,MOSCOW,"PL. PAVELETSKAYA D. 2, STR. 2, POMESHCH. I KOMN 40-41 ET 1",4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing and apparel store,Retail,,Operates as a clothing and apparel store [source: Bureau van Dijk],marks-and-spencer.ru,6,1,2,32,21,31,YES,NO,NO,,,,,,,
MASS SHOES D.O.O.,HR,Croatie,KLANJEC,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Primarily engaged in the retail distribution of footwear and leather goods for men, women and children",Retail,"Trgovina obu?om;Note COVID-19:;The company's business operations are directly / indirectly affected by the consequences of official measures and recommendations to reduce the risk of corona infections. The Croatian Government proposed a set of measures to mitigate the effects of the special circumstances caused by the coronavirus epidemic. Employment protection measures:;-Croatian Employment Fund (CEF) is providing grants to support job preservation in COVID 19 affected sectors;Tax measures:;-Employers utilizing the grant provided by CEF to support job preservation are exempted from paying contributions on supported net salaries ;-Possibility to defer payment of VAT until issued invoices are settled. -Taxpayers whose business activities are during special circumstances banned, disabled or significantly impeded by decisions of the competent authority may be fully or partially exempted from paying their tax obligations ;The subject has received: ;- HRK 541.125,00 for 167 employees as support for salaries in March 2020;- HRK 666.000,00 for 167 employees as support for salaries in April 2020;- HRK 666.000,00 for 167 employees as support for salaries in May 2020;from Croatian Employment Fund (CEF). Further development remains to be seen.","Trgovina obucom;Note COVID-19:;The company's business operations are directly / indirectly affected by the consequences of official measures and recommendations to reduce the risk of corona infections. The Croatian Government proposed a set of measures to mitigate the effects of the special circumstances caused by the coronavirus epidemic. Employment protection measures:;-Croatian Employment Fund (CEF) is providing grants to support job preservation in COVID 19 affected sectors;Tax measures:;-Employers utilizing the grant provided by CEF to support job preservation are exempted from paying contributions on supported net salaries ;-Possibility to defer payment of VAT until issued invoices are settled. -Taxpayers whose business activities are during special circumstances banned, disabled or significantly impeded by decisions of the competent authority may be fully or partially exempted from paying their tax obligations ;The subject has received: ;- HRK 541.125,00 for 167 employees as support for salaries in March 2020;- HRK 666.000,00 for 167 employees as support for salaries in April 2020;- HRK 666.000,00 for 167 employees as support for salaries in May 2020;from Croatian Employment Fund (CEF). Further development remains to be seen.",www.mass-shoes.com,3,1,3,32,25,33,YES,NO,NO,,"MASS – WEB SHOP – cipele, tenisice, obuća, sandali - Mass Shoes","MASS je robna marka moderne, trendi i kvalitetne obuće. Slogan MASS OBUĆA ZA VAS, na najbolji način predstavlja našu misiju, jer je izbor obuće raznovrstan za cijelu obitelj, za svaku prigodu i sva godišnja doba. Zastupnici smo robnih marki renomiranih svjetskih proizvođača, kao i svoje vlastite. Robna marka MASS postala je pojam za kvalitetu obuće i raznoliku ponudu.",,,,
OOO JEWELLERY HOUSE KRISTALL (LIMITED LIABILITY COMPANY),RU,Fédération de Russie,LIPETSK,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the design, manufacture, and retail marketing of jewelry and related fashion accessories",Manufacturing; Retail,,"Engaged in the design, manufacture, and retail marketing of jewelry and related fashion accessories [source: Bureau van Dijk]",kristall-shop.ru,4,4,3,32,26,38,YES,NO,NO,www.kristall-shop.ru,Ювелирный дом «Кристалл» – интернет-магазин ювелирных украшений,"Интернет-магазин «Кристалл» предлагает широкий ассортимент ювелирных изделий из золота и серебра: кольца, серьги, цепочки, подвески.  Гарантия до 12 месяцев. Доставка по всей России.",,Ювелирный дом «Кристалл» – интернет-магазин ювелирных украшений,"Интернет-магазин «Кристалл» предлагает широкий ассортимент ювелирных изделий из золота и серебра: кольца, серьги, цепочки, подвески.  Гарантия до 12 месяцев. Доставка по всей России.",
NEWPORT COLLECTION AB,SE,Suède,NORRKOPING,SODRA PROMENADEN 120,4771,Commerce de détail d'habillement en magasin spécialisé,"Marketing and trade of home textiles and furnishings, clothing and sportswear, as well as other general merchandise",Wholesale,"Bolaget skall bedriva försäljning av hemtextilier, heminredningoch sportkläder samt förvalta fast och lös egendom och därmedförenlig verksamhet.","Bolaget skall bedriva forsaljning av hemtextilier, heminredningoch sportklader samt forvalta fast och los egendom och darmedforenlig verksamhet.",www.newportcollection.se,3,1,1,30,22,13,YES,NO,NO,,Newport - Interior design & furniture,At Newport you will find a timeless and exclusive range of interior design and furniture in international classic style. Welcome to Newport.,,,,
SALVADORI S.P.A.,IT,Italie,VENEZIA,SESTIERE SAN MARCO 67,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",salvadori-venezia.com,5,3,4,30,22,28,YES,NO,NO,"www.salvadori-venezia.net
www.luigisalvadori.it",Salvadori Venezia dal 1857 | Orologi di Lusso,"Salvadori Venezia è concessionario autorizzato Rolex, Tudor, Patek Philippe e Panerai. Scopri le collezioni e il servizio di assistenza. Consegna gratuita.",,,,
PERE QUERA SA,ES,Espagne,GIRONA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the wholesale distribution of jewelry, watches, precious stones, and precious metals",Wholesale,"FABRICACION REPARACION Y COMERCIO DE ARTICULOS DE JOYERIA, PIEDRAS PRECIOSAS Y RELOJERIA.","Engaged in the wholesale distribution of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.perequera.com,5,1,2,30,19,23,YES,NO,NO,,,,,,,
INTRAFASHION GROUP S.A.,GR,Grèce,KRINIDES,,4771,Commerce de détail d'habillement en magasin spécialisé,Primarily engaged in the retail sale of clothing,Retail,,"Imports, mfg (in third party facilities) and trade of women's wear, shoes, accessories, jewellery and cosmetics (also via internet). Franchising",www.pinkwoman-fashion.com,4,0,-5,30,20,27,YES,YES,,,Pinkwoman,Ανακαλύψτε τελευταίες τάσεις στη γυναικεία μόδα στην Pink Woman. Στυλάτα ρούχα & αξεσουάρ για το μοναδικό σας στυλ. Άμεση αποστολή & νέες αφίξεις κάθε εβδομάδα!,,,,
5 KARMANOV-A,RU,Fédération de Russie,DOLGOPRUDNYI,"PR-D LIKHACHEVSKII D. 4, STR. 2, KABINET 203",4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the management and operation of department stores,Retail,???????? ??????.,Trade in clothes,5karmanov.ru,1,1,-1,29,22,38,YES,NO,NO,www.iloveiphone.ru,5КармаNов официальный интернет-магазин федеральной сети фирменных магазинов молодежной одежды,5КармаNов - сайт официального интернет-магазина федеральной сети фирменных магазинов молодежной одежды,5КармаNов официальный интернет-магазин федеральной сети фирменных магазинов молодежной одежды,,,
ZOLOTOI KVADRAT,RU,Fédération de Russie,MOSCOW,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation and management of clothing stores,Retail,,Engaged in the operation and management of clothing stores [source: Bureau van Dijk],,2,1,1,29,20,34,YES,NO,NO,,,,,,,
ALINA S.R.L.,IT,Italie,VILLARICCA,VIA ANIELLO PALUMBO 57,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of a chain of family clothing stores,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the operation of a chain of family clothing stores [source: Bureau van Dijk],www.danielloboutique.it,1,0,0,28,20,17,YES,NO,NO,www.antoniodaniello.it,D'Aniello Boutique | Fashion Luxury for Woman and Man,"Fashion Luxury Clothing, bags and shoes of the best designer brand including Prada, Valentino, Fendi and much more.",D'anielloboutique.it,Antonio D'Aniello - Consulente aziendale |,,
MYRTO,BE,Belgique,BRUXELLES,ISIDORE GERARDLAAN 29,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewellery,Retail,,Engaged in the retail distribution of jewellery [source: Bureau van Dijk],myrto.okinawa,6,3,2,28,18,23,YES,NO,NO,,403 Forbidden,,,,,
ORN (INT) LIMITED,GB,Royaume-Uni,BUCKINGHAM,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the supply of high quality, cost effective products for the corporate clothing, workwear and promotional clothing markets",Wholesale,,"Manufacture, design, import and distribution of workwear clothing.",www.ornclothing.com,2,2,1,27,20,23,YES,NO,NO,,Workwear Made Better - Uniforms for Employees,"Workwear made better. High-quality uniforms for professionals, sustainably-made to meet standards required for our distributors across the UK.",,,,
DIESEL DEUTSCHLAND GMBH ZWEIGNIEDERLASSUNG OESTERREICH,AT,Autriche,WIEN,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the provision of management services to its holding businesses,Services,,Engaged in the provision of management services to its holding businesses [source: Bureau van Dijk],,0,-1,4,26,29,62,YES,NO,NO,,,,,,,
CALZEDONIA CROATIA D.O.O.,HR,Croatie,JALZABET,,4771,Commerce de détail d'habillement en magasin spécialisé,Primarily engaged in the retail sale of clothing and related accessories,Retail,,Primarily engaged in the retail sale of clothing and related accessories [source: Bureau van Dijk],www.calzedonia.com,4,2,3,26,20,26,YES,NO,NO,,"Chaussettes, collants, leggings & maillots de bain | Calzedonia","Découvrez les nouvelles collections tendance pour femme, homme et enfant inspirées de la mode et du savoir-faire italien sur le site officiel Calzedonia.",,,,
DOMANI S.R.L.,IT,Italie,TREVIGLIO,VIA ROMA 8,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the management and operation of shoe stores,Retail; Services,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the management and operation of shoe stores [source: Bureau van Dijk],www.pozzilei.it,2,2,1,26,23,25,YES,NO,NO,www.ufficiodomani.it,Pozzi Lei,,,"Ufficio Domani: print, scan, share, la tecnologia più avanzata al tuo servizio","A Genova, Ufficio Domani mette al tuo servizio la tecnologia più avanzata, soluzioni all'avanguardia e prodotti di ultima generazione. Print, scan, share.",
GIOIELLERIA B. S.R.L.,IT,Italie,ROMA,VIA DELLA CROCE 13,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Operates as a retailer of miscellaneous shopping goods,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Operates as a retailer of miscellaneous shopping goods [source: Bureau van Dijk],www.gioielleriabonanno.it,1,1,0,26,16,12,YES,NO,NO,,"Gioielleria Bonanno - The Best, The Rarest","Gioielleria Bonanno di Roma è specializzata nell'acquisto e nella vendita di orologi lusso esclusivi come Rolex, Audemars Piguet, Patek Philippe.",,,,
"FACIT - MERCATO DELLA CONFEZIONE S.P.A. O, IN FORMA ABBREVIATA FACIT S.P.A.",IT,Italie,TORINO,VIA CERVINO 23,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as retailer of furniture and home furnishing,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Operates as retailer of furniture and home furnishing [source: Bureau van Dijk],www.facitmoda.com,1,-3,0,26,18,30,YES,NO,YES,shop.facitmoda.com,FACIT SHOP ONLINE,Facit è sinonimo di abbigliamento per tutta la famiglia da oltre mezzo secolo. Esperienza e una consolidata formula commerciale la rendono una delle più note e affermate aziende piemontesi operanti nel settore della moda,,FACIT SHOP ONLINE,Facit è sinonimo di abbigliamento per tutta la famiglia da oltre mezzo secolo. Esperienza e una consolidata formula commerciale la rendono una delle più note e affermate aziende piemontesi operanti nel settore della moda,
V.Y.B.Y.,BE,Belgique,TIENEN,,4511,Commerce de voitures et de véhicules automobiles légers,"Engaged in the wholesale of motor vehicles, spare parts and accessories",Wholesale,,"Engaged in the wholesale of motor vehicles, spare parts and accessories [source: Bureau van Dijk]",www.australianhouse.net,0,0,0,25,23,20,YES,NO,NO,www.automagna.eu/nl/1/automagna_partner_voor_de_professionele_autohandelaar.aspx,,,,Automagna | traden van jonge occasies en nieuwe wagens,"Automagna is een internationale trader van jonge occasies en nieuwe wagens, bestemd voor de professionele autohandelaar die sterk rendement wil.","Automagna,trader,groothandelsmarkt,jonge occasies,nieuwe wagens"
BENVENUTI SRL,RO,Roumanie,ORADEA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear,Retail,,Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear [source: Bureau van Dijk],www.benvenuti.ro,1,-1,1,25,20,28,YES,NO,NO,,"Benvenuti - Incaltaminte pentru femei, barbati si copii",Pășește în universul pantofilor cu Benvenuti și descoperă cei mai fashion pantofi și cele mai cool poșete!,,,,
